timestamp,building_id,sensor_id,temperature,humidity,power_consumption
2025-10-03T09:00:00Z,B009,S02,23.4,54.6,797.0
2025-10-03T12:00:00Z,B001,S01,20.2,55.9,612.0
2025-10-01T00:00:00Z,B010,S03,21.3,51.6,778.0
2025-10-04T21:00:00Z,B001,S02,16.0,59.6,528.0
2025-10-05T18:00:00Z,B005,S02,17.2,65.0,574.0
2025-10-01T09:00:00Z,B004,S01,24.4,54.9,644.0
2025-10-03T12:00:00Z,B001,S02,20.7,66.4,634.0
2025-10-04T18:00:00Z,B003,S03,16.3,69.2,578.0
2025-10-04T18:00:00Z,B001,S03,14.7,69.1,568.0
2025-10-01T12:00:00Z,B001,S01,18.8,62.2,538.0
2025-10-04T12:00:00Z,B003,S02,20.2,62.1,678.0
2025-10-02T03:00:00Z,B006,S01,25.4,52.6,801.0
2025-10-05T12:00:00Z,B007,S03,20.4,54.7,697.0
2025-10-04T00:00:00Z,B003,S03,20.9,46.8,634.0
2025-10-01T00:00:00Z,B010,S02,21.6,55.6,856.0
2025-10-02T03:00:00Z,B003,S02,24.9,44.4,745.0
2025-10-05T18:00:00Z,B004,S03,15.4,67.0,507.0
2025-10-04T03:00:00Z,B004,S01,24.9,52.7,661.0
2025-10-02T15:00:00Z,B007,S02,17.3,65.6,732.0
2025-10-03T06:00:00Z,B009,S03,27.0,53.2,963.0
2025-10-05T03:00:00Z,B009,S02,25.3,53.0,843.0
2025-10-02T09:00:00Z,B008,S02,23.4,52.1,675.0
2025-10-02T18:00:00Z,B001,S03,15.1,64.2,554.0
2025-10-02T21:00:00Z,B001,S03,17.4,60.9,520.0
2025-10-05T03:00:00Z,B008,S03,24.5,46.8,663.0
2025-10-02T15:00:00Z,B010,S02,17.7,64.4,709.0
2025-10-04T06:00:00Z,B006,S02,25.5,51.7,808.0
2025-10-02T09:00:00Z,B007,S01,23.9,59.2,745.0
2025-10-02T12:00:00Z,B008,S02,22.4,61.6,839.0
2025-10-01T12:00:00Z,B005,S01,20.8,64.6,653.0
2025-10-05T03:00:00Z,B010,S02,24.4,50.7,820.0
2025-10-03T06:00:00Z,B001,S02,26.9,50.6,751.0
2025-10-01T21:00:00Z,B002,S03,17.3,54.2,689.0
2025-10-02T00:00:00Z,B004,S02,22.6,53.6,827.0
2025-10-03T09:00:00Z,B004,S01,25.3,55.8,777.0
2025-10-02T12:00:00Z,B004,S02,20.6,59.0,648.0
2025-10-04T00:00:00Z,B001,S01,20.0,56.7,576.0
2025-10-02T03:00:00Z,B009,S02,25.7,55.3,860.0
2025-10-01T12:00:00Z,B003,S01,19.9,63.0,723.0
2025-10-04T03:00:00Z,B001,S01,23.6,53.1,684.0
2025-10-03T18:00:00Z,B002,S03,15.7,61.9,509.0
2025-10-01T09:00:00Z,B008,S02,24.1,53.3,777.0
2025-10-01T15:00:00Z,B009,S02,17.6,64.4,702.0
2025-10-04T06:00:00Z,B009,S03,27.2,47.5,779.0
2025-10-02T06:00:00Z,B002,S01,25.5,45.8,731.0
2025-10-05T03:00:00Z,B002,S01,24.4,43.9,730.0
2025-10-03T21:00:00Z,B009,S02,17.4,60.8,716.0
2025-10-02T03:00:00Z,B008,S03,25.5,45.5,854.0
2025-10-02T15:00:00Z,B005,S01,17.1,61.9,541.0
2025-10-02T03:00:00Z,B009,S03,25.4,46.2,768.0
2025-10-05T09:00:00Z,B001,S02,25.3,52.6,692.0
2025-10-03T15:00:00Z,B008,S02,17.3,61.8,682.0
2025-10-02T09:00:00Z,B009,S03,24.5,58.2,782.0
2025-10-05T12:00:00Z,B003,S02,20.6,66.9,634.0
2025-10-01T06:00:00Z,B009,S01,27.1,46.5,843.0
2025-10-03T15:00:00Z,B008,S03,17.3,66.7,686.0
2025-10-05T03:00:00Z,B006,S01,24.9,46.1,586.0
2025-10-05T21:00:00Z,B002,S02,18.2,57.1,506.0
2025-10-02T18:00:00Z,B009,S02,17.3,63.4,761.0
2025-10-02T18:00:00Z,B002,S01,15.9,64.0,571.0
2025-10-04T06:00:00Z,B006,S01,26.8,50.2,796.0
2025-10-03T09:00:00Z,B003,S01,22.4,51.2,622.0
2025-10-04T18:00:00Z,B005,S03,15.5,62.3,491.0
2025-10-01T09:00:00Z,B001,S01,24.6,56.6,692.0
2025-10-05T21:00:00Z,B008,S03,17.3,60.5,672.0
2025-10-03T21:00:00Z,B005,S01,17.8,61.4,617.0
2025-10-05T12:00:00Z,B002,S02,21.0,59.2,631.0
2025-10-03T00:00:00Z,B006,S02,21.0,47.5,693.0
2025-10-02T00:00:00Z,B005,S03,20.8,54.4,632.0
2025-10-04T06:00:00Z,B001,S01,25.8,49.8,679.0
2025-10-03T21:00:00Z,B010,S01,19.4,63.7,741.0
2025-10-02T21:00:00Z,B004,S03,18.7,61.5,590.0
2025-10-04T18:00:00Z,B010,S01,17.5,63.2,664.0
2025-10-03T06:00:00Z,B006,S01,26.5,52.4,761.0
2025-10-03T15:00:00Z,B001,S02,16.0,66.4,579.0
2025-10-02T03:00:00Z,B010,S02,25.3,50.2,801.0
2025-10-05T03:00:00Z,B009,S01,23.3,41.5,898.0
2025-10-03T03:00:00Z,B006,S02,23.7,51.1,703.0
2025-10-01T12:00:00Z,B007,S01,,65.6,740.0
2025-10-04T00:00:00Z,B007,S01,19.8,50.3,706.0
2025-10-01T15:00:00Z,B006,S03,16.7,68.4,633.0
2025-10-03T03:00:00Z,B004,S01,24.7,50.5,750.0
2025-10-02T15:00:00Z,B009,S02,18.1,65.4,618.0
2025-10-04T21:00:00Z,B004,S02,16.3,65.3,642.0
2025-10-02T00:00:00Z,B008,S01,22.2,47.8,778.0
2025-10-02T00:00:00Z,B001,S01,20.3,56.5,666.0
2025-10-02T00:00:00Z,B005,S01,20.7,55.3,548.0
2025-10-04T03:00:00Z,B005,S03,26.0,47.6,852.0
2025-10-04T00:00:00Z,B009,S02,21.4,53.1,721.0
2025-10-04T03:00:00Z,B010,S02,25.6,51.6,932.0
2025-10-03T12:00:00Z,B007,S01,22.9,62.2,590.0
2025-10-04T12:00:00Z,B007,S02,22.3,67.1,792.0
2025-10-01T15:00:00Z,B004,S03,18.0,67.0,670.0
2025-10-05T06:00:00Z,B001,S02,25.3,47.1,687.0
2025-10-03T15:00:00Z,B005,S02,17.3,65.8,553.0
2025-10-03T03:00:00Z,B001,S02,24.5,50.9,798.0
2025-10-05T03:00:00Z,B010,S01,24.9,50.8,744.0
2025-10-02T18:00:00Z,B007,S01,16.5,62.0,679.0
2025-10-03T03:00:00Z,B003,S02,24.5,47.3,728.0
2025-10-01T09:00:00Z,B008,S01,23.5,61.6,763.0
2025-10-03T03:00:00Z,B002,S03,24.2,50.9,666.0
2025-10-03T21:00:00Z,B006,S03,17.8,63.0,665.0
2025-10-01T12:00:00Z,B006,S02,21.0,59.3,610.0
2025-10-03T12:00:00Z,B004,S02,20.7,65.3,677.0
2025-10-05T18:00:00Z,B003,S03,15.7,67.8,544.0
2025-10-04T00:00:00Z,B010,S03,21.8,53.2,763.0
2025-10-05T03:00:00Z,B010,S03,26.1,44.4,848.0
2025-10-01T06:00:00Z,B005,S02,25.3,55.4,618.0
2025-10-05T15:00:00Z,B006,S02,16.6,65.4,674.0
2025-10-03T09:00:00Z,B007,S03,22.9,49.0,814.0
2025-10-03T12:00:00Z,B009,S03,21.4,58.4,814.0
2025-10-04T06:00:00Z,B003,S01,27.1,51.1,777.0
2025-10-01T18:00:00Z,B001,S01,15.4,68.1,522.0
2025-10-05T15:00:00Z,B005,S01,16.2,70.3,642.0
2025-10-05T03:00:00Z,B007,S02,24.8,51.0,789.0
2025-10-05T00:00:00Z,B007,S01,20.4,49.7,726.0
2025-10-03T06:00:00Z,B002,S01,26.8,50.7,782.0
2025-10-01T09:00:00Z,B002,S02,24.5,55.1,679.0
2025-10-04T06:00:00Z,B006,S03,26.8,55.9,747.0
2025-10-01T18:00:00Z,B005,S02,15.0,66.8,571.0
2025-10-02T15:00:00Z,B009,S03,17.5,65.8,597.0
2025-10-01T09:00:00Z,B001,S02,24.9,52.9,764.0
2025-10-03T06:00:00Z,B007,S01,26.7,48.7,866.0
2025-10-01T15:00:00Z,B007,S01,18.7,64.6,619.0
2025-10-05T21:00:00Z,B003,S02,17.1,53.7,624.0
2025-10-02T03:00:00Z,B007,S02,23.5,53.8,794.0
2025-10-01T06:00:00Z,B010,S03,27.5,49.9,771.0
2025-10-05T18:00:00Z,B006,S03,14.4,65.8,619.0
2025-10-02T18:00:00Z,B003,S02,15.8,63.9,596.0
2025-10-02T21:00:00Z,B010,S02,17.7,60.5,615.0
2025-10-01T09:00:00Z,B009,S02,23.8,54.0,737.0
2025-10-05T15:00:00Z,B009,S02,17.9,59.6,653.0
2025-10-02T18:00:00Z,B004,S03,16.1,64.9,676.0
2025-10-03T09:00:00Z,B001,S01,23.8,59.1,646.0
2025-10-03T18:00:00Z,B009,S01,17.3,65.1,636.0
2025-10-01T06:00:00Z,B005,S03,25.5,48.7,733.0
2025-10-03T09:00:00Z,B008,S03,24.1,58.7,716.0
2025-10-05T00:00:00Z,B006,S03,19.5,57.4,620.0
2025-10-03T18:00:00Z,B010,S01,16.9,68.3,750.0
2025-10-04T18:00:00Z,B005,S01,16.0,65.3,498.0
2025-10-04T18:00:00Z,B004,S02,15.3,70.4,505.0
2025-10-03T03:00:00Z,B002,S01,22.4,55.0,633.0
2025-10-05T12:00:00Z,B007,S02,21.0,62.4,675.0
2025-10-04T03:00:00Z,B002,S02,23.6,49.8,828.0
2025-10-01T21:00:00Z,B008,S03,19.2,53.5,645.0
2025-10-05T15:00:00Z,B004,S01,17.0,70.8,546.0
2025-10-03T03:00:00Z,B010,S02,,53.6,741.0
2025-10-04T15:00:00Z,B004,S01,17.9,69.3,610.0
2025-10-01T21:00:00Z,B010,S02,17.9,66.1,729.0
2025-10-03T18:00:00Z,B006,S02,15.1,65.1,595.0
2025-10-01T21:00:00Z,B003,S03,16.5,58.9,625.0
2025-10-05T15:00:00Z,B003,S02,16.9,67.5,731.0
2025-10-01T12:00:00Z,B007,S03,20.5,64.7,692.0
2025-10-05T09:00:00Z,B010,S02,25.7,57.6,847.0
2025-10-05T03:00:00Z,B005,S01,22.7,43.3,690.0
2025-10-04T00:00:00Z,B006,S03,20.8,53.2,652.0
2025-10-02T00:00:00Z,B007,S02,22.0,54.8,667.0
2025-10-05T00:00:00Z,B004,S02,19.8,52.9,616.0
2025-10-02T00:00:00Z,B005,S02,21.5,53.4,684.0
2025-10-05T09:00:00Z,B007,S01,23.3,52.1,555.0
2025-10-04T12:00:00Z,B002,S01,20.7,57.0,719.0
2025-10-01T21:00:00Z,B004,S03,16.0,64.9,631.0
2025-10-01T06:00:00Z,B008,S03,25.9,54.0,838.0
2025-10-03T00:00:00Z,B007,S01,21.6,54.2,729.0
2025-10-04T03:00:00Z,B008,S03,25.0,49.9,710.0
2025-10-01T15:00:00Z,B004,S01,16.9,64.7,549.0
2025-10-03T03:00:00Z,B006,S01,25.4,54.0,796.0
2025-10-02T09:00:00Z,B006,S01,23.0,56.6,680.0
2025-10-04T15:00:00Z,B007,S02,17.9,68.3,643.0
2025-10-03T09:00:00Z,B010,S02,25.0,60.0,844.0
2025-10-05T09:00:00Z,B009,S03,24.4,59.5,817.0
2025-10-01T09:00:00Z,B005,S02,23.5,50.8,771.0
2025-10-05T00:00:00Z,B002,S03,20.2,51.7,589.0
2025-10-04T21:00:00Z,B005,S03,15.6,58.1,592.0
2025-10-03T00:00:00Z,B007,S03,20.6,57.7,692.0
2025-10-01T18:00:00Z,B004,S03,16.0,61.1,608.0
2025-10-05T18:00:00Z,B002,S01,15.9,62.7,567.0
2025-10-05T09:00:00Z,B003,S02,22.6,59.8,781.0
2025-10-03T00:00:00Z,B003,S01,21.2,50.3,646.0
2025-10-03T06:00:00Z,B009,S02,26.8,48.6,944.0
2025-10-03T00:00:00Z,B001,S03,20.7,55.2,2500.0
2025-10-02T03:00:00Z,B010,S03,25.0,49.9,853.0
2025-10-05T06:00:00Z,B009,S02,27.4,55.4,850.0
2025-10-04T00:00:00Z,B004,S01,19.9,54.2,654.0
2025-10-01T18:00:00Z,B009,S03,16.5,62.0,670.0
2025-10-03T03:00:00Z,B002,S02,23.7,54.3,786.0
2025-10-02T00:00:00Z,B003,S03,21.4,56.8,623.0
2025-10-05T06:00:00Z,B003,S02,24.1,54.4,683.0
2025-10-05T15:00:00Z,B003,S03,17.2,63.7,774.0
2025-10-04T09:00:00Z,B003,S03,24.4,55.9,763.0
2025-10-03T21:00:00Z,B004,S03,16.8,59.7,691.0
2025-10-03T06:00:00Z,B003,S02,24.1,52.7,782.0
2025-10-02T15:00:00Z,B007,S03,16.5,62.8,580.0
2025-10-05T09:00:00Z,B007,S03,24.0,55.9,725.0
2025-10-05T18:00:00Z,B007,S01,16.1,61.9,576.0
2025-10-01T00:00:00Z,B006,S03,21.8,55.6,746.0
2025-10-03T21:00:00Z,B007,S02,17.3,59.6,605.0
2025-10-05T09:00:00Z,B006,S01,24.7,49.3,573.0
2025-10-02T03:00:00Z,B003,S01,23.3,56.2,720.0
2025-10-02T09:00:00Z,B007,S02,25.7,50.3,772.0
2025-10-02T21:00:00Z,B001,S01,16.1,58.0,475.0
